	Question	Reponse
18079	J'adore vivre dans ma propre maison, c'est un endroit où je peux m'asseoir et m'amuser. J'ai l'impression d'être le roi du château.	Au moins, tu es à l'aise et tu en profites ! Certaines personnes détesteraient être seules.
18080	Ma femme est également avec moi. J'ai l'impression que je peux nous préparer un bon avenir avec cette maison.	C'est génial ! Je suis sûre que tout va s'arranger.
18081	Je manque tellement de sommeil et mon bébé voulait jouer au milieu de la nuit et je lui ai simplement crié dessus :( Je me sens si mal.	C'est pour cela que j'ai peur d'avoir des enfants, ça a l'air terrible.
18082	J'adore être mère mais le manque de sommeil est si horrible	Cela semble être le cas, tu gagnes certains, tu en perds d'autres, je suppose.
18083	J'étais excitée quand mes parents m'ont offert une voiture comme cadeau de fin d'études.	wow ! C'est vraiment génial. Quel genre de voiture as-tu eu ?
18084	J'ai été dégoûté quand j'ai vu quelqu'un saigner pendant un combat, sa tête avait été fendue.	Quoi ? C'est absolument horrible
18085	Bonjour.	Salut ! Dis-moi quelque chose sur toi !
18086	Eh bien... Je me sens incroyablement coupable !	Oh non ? J'espère que tu vas bien. Pourquoi te sens-tu coupable ?
18087	Lors de mon premier rendez-vous avec ma femme, nous étions tellement ivres que j'ai fini par mouiller le lit !	oh wow ! A-t-elle remarqué ?
18088	Elle l'a fait ! Mais elle ne me l'a pas dit pendant des années !	Comment t'es-tu sentie quand tu as fini par découvrir qu'elle savait ?
18089	Absolument stupide ! Je ne savais pas que c'était possible !	Tu devais être vraiment ivre !
18090	L'autre jour, j'ai vécu une expérience vraiment effrayante.	C'est intéressant. Est-ce que tu vas bien ?
18091	Oui, je vais bien. Mais mon ami a eu un accident de voiture pendant que j'étais dans la voiture.	C'est une mauvaise nouvelle. J'espère que tout le monde est en bonne santé et se porte bien.
18092	Une nuit, je suis allée me promener dans les bois. C'était assez effrayant là-bas	Il s'est passé quelque chose ?
18093	Non, tout allait bien, mais l'expérience a fait froid dans le dos.	Oh, j'en suis sûr. Mais au moins, tout s'est bien terminé.
18094	Je suis allée camper l'autre jour et j'ai eu une très mauvaise expérience pendant le camping.	Pourquoi ce qui s'est passé ?
18095	J'ai fini par me perdre un peu dans les bois, ce qui n'était pas drôle. Heureusement, j'ai pu rejoindre mon groupe à un moment donné.	Oh, ça a l'air effrayant !  J'aurais eu peur.
18096	Quand j'étais adolescente, j'empruntais les vêtements de ma grande sœur à son insu.  Une fois, elle venait d'acheter une jolie robe neuve après avoir économisé tout son salaire.  Ce week-end, je l'ai empruntée et bien sûr, je l'ai déchirée !  Le lendemain, quand elle l'a découvert, elle était très en colère et je me suis sentie très mal.	Oh non ! J'espère qu'elle t'a pardonné depuis.
18097	Oh oui, elle l'a fait, c'était il y a longtemps maintenant mais à l'époque, la culpabilité était terrible.  Inutile de dire que j'ai appris ma leçon et que je n'ai plus jamais emprunté ses vêtements !	C'est probablement une bonne idée.
18098	J'ai beaucoup essayé de remonter le moral de ma mère ces derniers temps. Elle a un peu de mal.	Je suis désolé d'entendre cela. Je sais que cela peut être stressant.
18099	Oui, surtout depuis que je vis si loin d'elle. Je la laisse souvent chatter par vidéo avec mes enfants pour espérer ramener un peu de bonheur dans ses journées.	Oui, je l'espère aussi. Cela doit être douloureux à supporter.
18100	Mon dernier jour de travail était hier. J'étais tellement émue en rentrant chez moi que j'ai pleuré.	Je suis désolée d'apprendre que tu étais bouleversée ! Pourquoi as-tu dû démissionner ?
18101	Je retourne à l'école à plein temps. J'ai été là pendant plus de 10 ans. Tout le monde va me manquer.	Wow, c'est une longue période ! J'espère que tu pourras rester en contact avec tous tes anciens collègues de travail.
18102	C'était mon tour et on m'a appelé pour chanter. En chantant, j'ai remarqué que la fermeture éclair de mon pantalon était complètement ouverte parce qu'il s'était abîmé. C'était vraiment embarrassant et j'avais vraiment honte de moi.	Je suis désolée. Je peux imaginer ce que tu as ressenti ! J'espère que tu as frappé un home run !
18103	Oui, j'ai dû leur donner un signal pour pouvoir quitter la scène.	C'est quelque chose que je n'oublierai jamais. J'espère que tu auras une autre chance de le faire.
18104	Hier, j'ai trouvé mon petit ami avec quelqu'un d'autre !	hmmn, vraiment ?..j'imagine que tu as dû te sentir très mal
18105	J'allais exploser. J'en ai tellement marre de lui. J'en ai tellement marre.	Je suis vraiment désolé pour ça, s'est-il excusé ?
18106	Être une maman est un tel combat parfois. D'un côté, j'apprécie vraiment la pause que j'ai lorsque mon fils reste chez ses grands-parents. De l'autre, je me sens toujours un peu à côté de la plaque lorsqu'il n'est pas à la maison avec moi.	Je comprends tout à fait ce que tu veux dire. La paix et le calme, c'est bien, mais je parie que ton fils te manque quand il n'est pas là ?
18107	Absolument ! Je peux faire tellement de choses, mais je préfère vraiment qu'il soit simplement à la maison avec moi. Tout semble aller pour le mieux dans le monde quand il est là.	Ce n'est pas surprenant ! Tu envisages de retourner bientôt au travail ?
18108	Je me sentais extrêmement nerveuse. J'étais sur le point de monter sur scène devant 4000 personnes. Je n'arrivais presque pas à croire que cela se produisait !	Wow, cela fait beaucoup de monde ! Que faisais-tu sur scène ?
18109	Je faisais une présentation sur les comportements de leadership.	Cela me rendrait tellement nerveuse ! Je suis horrible devant les gens. Comment ça s'est passé ?
18110	Mon oncle est mort à l'hôpital, il avait la malaria, jusqu'à maintenant, je ne suis plus moi-même.	Je suis désolé d'entendre ça, c'est dur d'être seul.
18111	Je te le dis, c'est très difficile.  Il m'a aidé à m'entraîner à l'école	En quoi t'a-t-il formé ?
18112	J'ai une longue croisière à venir	Wow, raconte-moi
18113	C'est pour 14 jours, j'aurais aimé que ce soit plus long, mais j'ai hâte d'y être.	C'est génial, je suis si heureuse pour toi
18114	Mon voisin se moque de moi en plaisantant pour un commentaire que j'ai fait et qui est sorti très mal. Je deviens rouge chaque fois qu'il en parle maintenant.	Es-tu amie avec ton voisin ?
18115	Oui, lui et sa femme font partie de nos meilleurs amis !	Tu ne devrais pas être gênée devant tes meilleurs amis. Je suis sûre qu'il ne fait que s'amuser.
18116	J'ai failli faire la plus grosse erreur de ma vie et me coûter la meilleure chose qui me soit jamais arrivée. Mais j'ai dégrisé et je ne l'ai pas fait.	Oh non, ça n'a pas l'air bon. Qu'est-ce qui a failli se passer ?
18117	J'avais eu une énorme dispute avec ma copine, alors je suis sorti avec quelques copains et j'ai commencé à discuter et à flirter avec cette belle femme au barde.	Je suis contente que tu aies dessoûlé et que tu n'aies rien fait que tu regretterais plus tard !
18118	J'ai essayé une nouvelle saveur de slushie ce soir. Ça avait l'air très bon mais ça ne l'était pas. Une telle déception.	Oh, ne le prends pas si mal, c'est toujours comme ça, je suis désolé pour ça.
18119	Parfois, les choses ne fonctionnent tout simplement pas.	Tout s'arrangera si tu y crois
18120	J'avais l'impression que je ne réussirais pas,	Qu'est-ce que tu essayais de faire ?
18121	J'ai passé des examens et j'étais tendue quand le résultat n'est pas apparu.	Sont-ils jamais venus ?
18122	As-tu déjà été tellement blessée par quelqu'un que tu t'es dit que tu ne te mettrais JAMAIS en position d'être à nouveau blessée ?	Oh absolument. C'est le pire des sentiments. Qui t'a fait du mal et comment vas-tu maintenant ?
18123	Mon ex-mari et maintenant je me prépare à recommencer à sortir avec quelqu'un - Mais c'est tellement effrayant.	Les rencontres font partie de ces choses que tout le monde fait paraître si faciles, mais en réalité, il est tellement difficile de pouvoir s'ouvrir aux gens parfois. J'espère que les choses se passeront bien pour toi et que tu rencontreras quelqu'un qui te rendra très heureux !
18124	Mon mari et moi sommes mariés depuis 5 ans mais il m'arrive encore d'être agacée par d'autres femmes. Nous sommes allés au bar récemment et il était parti avec ses amis quand j'ai remarqué une fille qui essayait désespérément d'attirer son attention.	Ah. Je peux imaginer que j'ai été dans une situation similaire. Mais souviens-toi qu'il t'aime et s'il ne t'a jamais fait douter, alors fais-lui confiance.
18125	C'est sûr ! Je ne comprends pas pourquoi les gens doivent faire ça. Il porte une alliance tout le temps et nous avons des enfants !	"Oh, je suis tout à fait d'accord avec vous. Certaines femmes ont juste besoin d'un ""challenge"" tu sais. Mais c'est comme ""HANDS OFF"" !"
18126	Je suis vraiment sous le choc	Choc ? Uh oh, que s'est-il passé ? Est-ce que tout va bien ?
18127	Oui, c'est vraiment génial ! Je suis entrée à l'université.	Ohhh... Cela a plus de sens. Eh bien, félicitations. C'est un point déterminant dans la vie des gens. J'espère que tu vivras une belle expérience.
18128	J'ai dû quitter ma copine longue distance pour rentrer chez moi, après avoir passé un mois avec elle.	Je suis désolé. La distance, ça craint. Heureusement, vous avez skype !
18129	Oui, nous l'utilisons tout le temps. Mais c'est ennuyeux à gérer parfois. Et ça craint de ne pouvoir que parler et de ne pas pouvoir sortir en personne.	Je sais parce que parfois la technologie ne fonctionne pas comme nous le voulons. J'espère que tu pourras bientôt être à nouveau ensemble.
18130	Je suis allée vider la poubelle dehors et la boîte était couverte d'asticots.	Wow, ça doit être dégoûtant
18131	C'était tellement dégoûtant. J'avais l'impression que j'allais vomir.	Je sais exactement ce que tu ressens.
18132	J'ai refusé de prendre les propriétés de mes voisins car ce que j'avais me suffisait.	Tu l'as réparé pour qu'ils ne perdent pas leur propriété à l'avenir ?
18133	Pas vraiment, il me voulait comme petite amie	Je suis confuse. Qu'est-ce que le fait que tu sois sa petite amie a à voir avec le fait que tu ne prennes pas sa propriété ?
18134	J'ai foi en un avenir meilleur	J'espère que tu as raison.
18135	Je crois en la société et au travail que le gouvernement fournit pour nous !	Pourquoi cela ?
18136	parce qu'ils sont tout simplement très dignes de confiance !	Où habites-tu ?  Parce que ce n'est pas aux États-Unis.
18137	J'ai emmené ma femme au club, grosse erreur.	pourquoi cela ?
18138	Tous les mecs qui la draguent, la seule bonne chose c'est les boissons gratuites pour elle. lol	Je suppose que nous apprenons tous de nos erreurs. Ne l'emmène plus jamais là-bas.
18139	J'étais en réunion quand quelqu'un m'a accusé d'avoir volé son argent, c'était si dur pour moi	C'est le problème avec les accusations, n'importe qui peut dire n'importe quoi. Mais s'ils n'ont aucune preuve, cela n'a aucun sens.
18140	Sérieusement, ce n'était pas drôle, mais la vérité a fini par sortir.	C'est difficile d'être accusé de quelque chose que tu n'as pas fait. Je suis heureux que la vérité ait prévalu.
18141	Je dois enseigner une classe en service au travail la semaine prochaine. Je me sens un peu mal à l'aise à l'idée de le faire.	OK, calme-toi, prends une grande respiration et détends-toi
18142	J'hésite car je deviens nerveux devant les groupes.	OK, maintenant je comprends. Mais tu dois répéter devant un miroir, cela t'aidera.
18143	J'ai dû faire une présentation lors d'une conférence internationale récemment. J'étais terrifiée !	Cela semble assez éprouvant pour les nerfs. Comment ça s'est passé ?
18144	Tout s'est bien passé, heureusement ! J'étais nerveuse pour rien !	C'est bon à entendre !
18145	J'ai surpris mon chien en train d'essayer de manger la couche sale de mon neveu que mon frère a laissé sur le canapé.	Oh mec, c'est drôle et terrible en même temps.
18146	C'était vraiment dégoûtant. J'ai dû empêcher mon chien de me lécher le visage pendant longtemps après ça.	Oui, je resterais loin de lui pendant encore 2 mois ou plus.
18147	J'ai tellement confiance en ma femme.	C'est positif, tu dois vraiment l'aimer !
18148	Je l'aime vraiment, c'est incroyable de voir que lorsque tu perds tout espoir, la vie te montre que tout arrive pour une raison. C'est probablement pour cela que je l'ai rencontrée !	C'est le véritable amour, je suis si heureuse que tu l'aies rencontrée !
18149	J'ai eu honte lorsque je n'ai pas fait d'effort sur mon apparence puis que je suis sortie dans le public.	L'apparence est importante, mais ce qui l'est encore plus, c'est comment tu es à l'intérieur !
18150	C'est un bon coup de pouce pour moi et je l'apprécie. Je m'inquiète juste toujours de ce que les gens voient en premier chez moi	Sois gentil avec les gens et tu verras que c'est la seule chose qui intéresse les gens !
18151	Je me suis sentie un peu mal l'autre jour parce que je me suis énervée contre mon fils. Il panique toujours lorsque je dois lui couper les cheveux et j'étais tellement frustrée.	Traiter avec des enfants peut être comme ça. Y a-t-il quelque chose qui l'effraie dans le fait de se coiffer ?
18152	Je pense que c'est juste le bruit de la sonnerie qui le rend nerveux, mais il ne fait littéralement que crier et pleurer. Cela ne lui fait vraiment pas mal du tout.	On dirait qu'un pot-de-vin est en ordre. Alors c'est une victoire pour tout le monde.
18153	Je venais d'emménager dans une nouvelle maison et quand je suis rentrée du travail, il y avait une araignée géante qui rampait partout.	Beurk ! J'ai tellement peur des araignées. Tu as pu l'écraser ?
18154	Moi aussi, j'ai peur. J'ai enlevé ma chaussure, je l'ai jetée à travers la pièce et je l'ai frappée de plein fouet. Je n'arrivais pas à croire que je l'avais frappée.	Haha ! C'est incroyable ! Quelle belle photo. En général, je dois obliger mon mari à s'en débarrasser pour moi.
18155	Je laisse ma femme s'occuper de toutes les finances.  Je compte sur elle pour faire ce qu'il faut avec.  Cela me convient.	C'est tellement de confiance ! J'espère qu'elle ne te laissera pas tomber !
18156	Si elle le fait, ce n'est pas grave.  Nous finissons tous par mourir.	Cela est devenu très sombre rapidement. Faire une erreur n'est pas la même chose que mourir.
18157	Je me sens très optimiste pour l'avenir	Pourquoi ?  Le soleil va engloutir la terre dans quelques milliards d'années.  Et même avant cela, le chromosome Y des humains va s'éteindre et notre civilisation prendra fin.
18158	Regarde le bon côté des choses ! Bientôt les robots prendront le contrôle et nous ne serons plus là, alors plus personne ne pourra faire de mal à personne.	Voilà qui est plein d'espoir.
18159	L'autre jour, je parcourais Twitch et j'ai vu quelqu'un qui jouait à Super Mario 64. J'ai dû commencer à regarder tout de suite car c'est probablement le premier jeu vidéo auquel j'ai joué !	Est-ce que tu as ressenti de la nostalgie ?
18160	Très bien ! Mon père et moi y jouions tout le temps quand j'étais petite. Nous faisions des concours pour voir qui pouvait obtenir le plus d'étoiles.	Tu as sûrement eu une enfance amusante !
18161	Je me soucie de ma femme et je veux toujours ce qu'il y a de mieux pour elle.	C'est très gentil de ta part. Je ressens la même chose pour mon mari. N'est-ce pas agréable de se soucier de quelqu'un ?
18162	C'est tellement beau quand tu peux juste te fier à eux et ne pas trop y penser.	C'est probablement l'une des meilleures sensations !
18163	J'ai tellement confiance en mon petit ami qu'il vit en Hollande et que je vis au Royaume-Uni.	à quel point tu lui fais confiance ?
18164	Je lui fais confiance de tout mon cœur car il assure mes arrières !	Crois-tu qu'il t'offre une longue vie ?
18165	Dans cette situation, je me suis sentie fière de mon père	Qu'est-ce qui t'a rendu si fier de lui ?
18166	mon père était un homme honnête, le propriétaire du magasin le connaît aussi	Être honnête est toujours une bonne chose, je suis heureuse que tu sois si fière de lui !
18167	Tu as perdu un parent ?	Je l'ai fait. Et toi ?
18168	Oui, j'ai découvert en fouillant dans les affaires de mon père qu'il avait gardé tout ce que j'avais fait à la main pour lui.	Aw, c'est génial. Tu as de la chance d'avoir un père qui se soucie de toi comme ça. Le mien ne l'a jamais fait.
18169	Mon chat est un chat d'extérieur que je laisse sortir pour s'amuser, et je viens d'apprendre qu'il a été écrasé par une voiture hier.	Oh non ! Quel âge avait-il ? Je suis vraiment désolée que perdre un animal de compagnie soit si difficile.
18170	il n'avait que 3 ans et maintenant il est parti pour toujours, et c'est moi qui l'ai fait	De quelle couleur était-il ? Et ce n'est pas ta faute si tu faisais ce que tu pensais être le mieux pour lui.
18171	Chaque année, à l'occasion de l'anniversaire de mon amie, je l'emmène dîner et boire un verre. Son anniversaire était la semaine dernière.	Comment ça s'est passé ?
18172	J'ai totalement oublié que c'était son anniversaire. Je me suis sentie si mal.	Comment t'es-tu rattrapée ?
18173	J'ai été bouleversée quand mon chien s'est enfui	Tu l'as trouvé ?
18174	Non, je ne l'ai pas fait	Cela fait combien de temps ? Je suis vraiment désolée. Cela doit être si difficile.
18175	As-tu des animaux ? J'en ai un mais je pense à en avoir un autre.	Oui, j'ai un chat. Il est très gentil et en vaut vraiment la peine. Mais tout dépend du type d'animal que tu as.
18176	Oui, j'ai un chat de 14 ans et je travaille de longues heures. Je pense presque à lui offrir un nouveau chat.	hmmm tu penses qu'il va aimer ça après tout ce temps ?
18177	Je n'ai jamais embrassé de fille auparavant et ma copine et moi allons nous embrasser pour la première fois demain soir, et je sais qu'elle va me faire sentir en sécurité et spéciale.	Oh wow, c'est une étape énorme ! Tu es nerveuse ?
18178	Oh oui, mais je mets mon cœur entre ses mains et je sais que nous allons passer un bon moment.	C'est génial ! Quel âge as-tu ?
18179	J'étais dans le train l'autre jour et je suis tombée et tout le monde a commencé à se moquer de moi	Oh non, cela a dû être très embarrassant. As-tu été blessée ?
18180	Je viens d'avoir un genou meurtri et c'était vraiment embarrassant.	L'embarras est presque pire qu'une véritable blessure ! J'espère que ton genou ira bientôt mieux.
18181	J'ai pu voir Stephen King lors de sa tournée de promotion pour son nouveau roman. Il distribuait 100 livres signés, mais je n'en ai pas eu.	Cela a dû être très décevant.
18182	Oui, j'espérais vraiment en avoir un. Mais c'était quand même assez incroyable de le voir parler en direct !	Tu auras peut-être plus de chance la prochaine fois !
18183	Je me suis récemment rappelé un doux souvenir de ma tante qui est récemment décédée.	Qu'est-ce que c'était ?
18184	Elle donnait des centaines de dollars de fournitures scolaires aux enfants dans le besoin chaque année.	Wow, c'est une femme extraordinaire. Est-ce qu'elle a déteint sur toi ?
18185	Elle l'a fait ! Je remplis des bas pendant les vacances et je fais le tour de Noël pour les distribuer aux personnes qui doivent travailler. :)	C'est plutôt cool de ta part. J'espère avoir une fille comme toi un jour.
18186	Je suis juste assis ici avec mon chat sur mes genoux et je pense à tout l'argent sur mon compte en banque. La vie est belle.	C'est fantastique ! As-tu travaillé très dur pour gagner tout cela, ou est-ce que cela t'est venu d'une autre façon ?
18187	Disons simplement que c'est à moi de le garder, et que maintenant tout est pris en charge. Je n'ai pas le moindre souci dans le monde.	Wow ! Je suis vraiment heureuse pour toi - cela doit être un si grand sentiment de paix.
18188	Oui et maintenant mon chat reçoit les belles friandises.	Hahah ! Je parie que ton chat est très gâté !
18189	J'étais tellement en colère quand je suis sortie du salon avec une couleur de cheveux différente de celle que j'avais demandée.	Quelle couleur a-t-elle fini par avoir ?
18190	J'ai demandé une blonde, je suis sortie brune.	Tu es sérieux ? C'est loin d'être la même couleur.
18191	5	Qu'est-ce qui ne va pas ?
18192	Désolé, j'ai appuyé sur le mauvais bouton. Je suis enseignante et je suis dans une nouvelle école et mon objectif était de NE PAS me ridiculiser alors bien sûr, première heure....I a trébuché sur mon tabouret et est tombé.	Oh non ! Cela a dû être embarrassant.
18193	J'ai eu cette opportunité de travail, mais je ne pense pas que cela me convienne.	Pourquoi ne penses-tu pas que ce sera un bon ajustement ? Tu te sous-estimes peut-être
18194	Eh bien, c'est un travail d'usine et j'ai peur que la monotonie soit trop écrasante pour l'âme.	Tu as un bon point. Tu devrais vraiment faire ce qui te rendra heureuse car la vie est trop courte.
18195	Ma fille et sa famille viennent pour Thanksgiving. Je me prépare déjà à leur visite.	Oh, c'est excitant ! Tu n'es pas du tout nerveuse ?
18196	Pas trop, juste très excitant. Je planifie tout même si c'est dans plusieurs mois, même le menu.	Oh wow, on dirait que tu les aimes vraiment. Je suis super heureuse pour toi ! J'espère que cela se passera exactement comme tu l'avais prévu. Tu as l'air d'être un bon père.
18197	Une fille que j'aime bien à l'école m'a dit aujourd'hui qu'elle ne m'aimait pas devant tout le monde.	Oh non ! Cela a dû être très embarrassant ! Comment as-tu réagi ?
18198	Je me suis éloignée pour ne pas faire quelque chose de stupide comme la frapper !	Je ne te blâme pas. C'était vraiment impoli de sa part de faire ce commentaire devant tout le monde.
18199	Oui, mais ne t'inquiète pas. La semaine prochaine, je vais m'approcher d'elle et lui dire que *je* n'aime pas *elle*.	C'est bien pour toi !
18200	Ma belle-mère a récemment été placée en soins palliatifs et ne devrait pas vivre beaucoup plus longtemps.	Oh mec. C'est toujours difficile de perdre un parent. Quel âge a-t-elle ?
18201	Elle a 87 ans, donc elle a vécu une longue vie, mais elle est atteinte d'Alzheimers, et c'est vraiment triste de la voir perdre la tête.	Oui, je parie. Au moins, tu as pu la connaître aussi longtemps que tu l'as fait.
18202	C'est une excellente façon de voir les choses. Je devrais essayer de garder une attitude positive à son égard.	Oui, elle veut que tu t'en souviennes, même si elle ne peut pas s'en souvenir elle-même.
18203	Je remets toujours en question mes capacités et quand cela arrive, j'envie les gens.	Cela t'inspire-t-il au moins pour améliorer tes capacités ?
18204	oui mais c'est juste mauvais de ne pas pouvoir avoir confiance en moi et en mes capacités	Je ressens cela parfois aussi
18205	Je rentrais de l'extérieur de la ville en voiture très tard un soir et j'étais épuisée.	C'est très dangereux de conduire et d'être épuisé. As-tu réussi à rentrer chez toi en sécurité ?
18206	Je suis bien rentrée chez moi, mais c'était effrayant car les routes étaient à deux voies et beaucoup de 18 roues se dirigeaient dans la direction opposée. Je n'arrêtais pas de penser que j'allais faire un écart sur leur voie et les percuter.	Je suis content que tu ne l'aies pas fait
18207	J'ai invité mon ami et ma famille a commencé à dire des choses qui m'ont mis très mal à l'aise.	Tu as déjà connu des personnes qui ont pu faire tout ce que tu voulais faire mais qui n'ont pas pu ? Eh bien c'est le cas et ce n'est pas drôle.
18208	Pourquoi n'essaies-tu pas plus fort la prochaine fois ?	Je pense que je vais le faire. Merci pour tes conseils.
18209	J'avais l'habitude d'aller à l'exposition canine mais je n'ai jamais pu... Mais mon ami y allait à chaque fois que cela arrivait.	Comment t'es-tu sentie ?
18210	Cela m'a souvent mis en colère. Et cela m'a empêché de les aimer.	Peut-être qu'à l'avenir tu pourras y aller !
18211	J'ai l'impression d'avoir laissé tomber ma famille. J'ai eu des problèmes avec la loi.	Oh, ce n'est pas bon. Qu'est-ce que tu as fait ?
18212	J'ai menti aux flics à propos d'une chose sur laquelle on m'a interrogé. Sincèrement, je ne voulais pas que d'autres personnes aient des problèmes. Mais au lieu de cela, j'ai été accusée d'avoir fait de fausses déclarations à la police.	Je suis désolée que tu traverses cette épreuve. Parfois, dire la vérité est la meilleure chose à faire, même si d'autres personnes peuvent avoir des problèmes.
18213	Cela fait quelques jours que je ne dors pas bien car mon mari a fait un voyage de 30 heures pour aller chercher notre nouveau chiot.	Oh wow. Je sais que le fait d'être loin de nos proches peut rendre le sommeil difficile. As-tu essayé d'écouter des sons de la nature ? J'ai une application sur mon téléphone et je diffuse des sons de pluie pour m'aider à dormir.
18214	C'est une excellente suggestion. La nuit dernière, j'ai effectivement un peu mieux dormi car j'ai ouvert la fenêtre et j'ai pu écouter les bruits extérieurs comme les grillons et les cigales.	J'adore écouter la nature. Je vis à la campagne et je ne pourrais pas imaginer être en ville. J'y ai vécu pendant quelques mois, mais il y avait trop de circulation et de bruits qui m'empêchaient de dormir. Je suis retournée vivre à la campagne.
18215	Je suis tellement préparée pour mon entretien d'embauche d'aujourd'hui	Pour quel type de travail est-ce que c'est ?
18216	L'ingénierie informatique !	C'est une grande carrière.
18217	J'ai fait un de ces dessous de verre à eau l'autre jour.	Tu t'es amusé ?
18218	C'était une explosion.  Comme des montagnes russes sur l'eau.	Wow, ça a l'air tellement cool !
18219	Le chien de mon frère a fait ses besoins à l'étage, je ne l'ai pas vu et j'ai fini par marcher dedans...	Non !!! dégoûtant... tu as fait un flip ?
18220	Non, j'ai demandé à mon frère de le nettoyer. Mais c'est arrivé sur ma chaussure, ce qui n'était pas agréable à gérer.	Je suis sûre que ce n'était pas le cas
18221	Je sais qu'il est probablement trop tôt pour le dire mais j'ai peur que ma fille soit une adolescente difficile !	Hah... J'ai une sœur adolescente. Je peux être d'accord. Mais elles peuvent avoir leurs bons moments. J'espère que tout ira pour le mieux pour toi.
18222	Merci ! C'est gentil de ta part.	Vu la façon dont tu parles, je suis sûre que tu auras la patience et la sagesse nécessaires pour l'élever correctement pendant l'adolescence de toute façon.
18223	Dieu a fait tellement de choses pour moi dans ma vie. Je lui dois tout.	Tu as l'air très reconnaissante.
18224	et je sais qu'il va revenir pour moi et m'emmener loin de cet endroit	J'espère que tu en profiteras pendant que tu es là !
18225	Je sais qu'il prendra soin de moi au paradis même s'il n'a pas pris soin de moi ici sur terre.	C'est une excellente attitude positive.
18226	Une fois, je travaillais sur un énorme projet avec beaucoup de personnes et j'ai fait une énorme erreur. Une autre personne d'une autre entreprise aurait pu me mettre dans l'embarras, mais au lieu de cela, il m'a aidé et m'a couvert.	C'est sympa. J'aimerais avoir des gens comme ça pour travailler.
18227	Cela ne m'était jamais arrivé non plus. C'était un environnement hostile et il n'avait certainement pas à m'aider, mais il l'a fait. J'ai essayé d'être plus comme ça depuis.	Je me demande s'il a le béguin pour toi ou s'il veut quelque chose en retour.
18228	Haha. J'en doute. Il était à l'autre bout du monde. C'était il y a longtemps et il n'a jamais rien demandé.	Cela a-t-il renforcé ta confiance et ta foi en l'humanité ?
18229	Oui, c'est vrai.	Heureuse de l'entendre. J'espère qu'elle n'a fait que grandir depuis.
18230	J'ai été très déçue d'avoir été licenciée d'un emploi que j'occupais depuis des années	Je suis désolé d'entendre cela. T'ont-ils donné une indemnité de licenciement ? Aussi, as-tu des perspectives pour un futur poste ?
18231	Ils ont versé une indemnité de licenciement. Je ne savais pas trop quoi faire mais j'ai pensé que les choses s'arrangeraient.	Ils ont au moins fait ça pour toi. Je suis sûre que tu retomberas sur tes pieds. Tu sembles être un type optimiste
18232	En fait, j'ai fini par trouver un travail qui me plaît !	C'est merveilleux ! J'espère que tu trouveras l'épanouissement et le sens du but {sans parler d'un gros portefeuille haha}.
18233	Merci ! Le portefeuille est encore un peu maigre, mais j'aime bien le travail !	Personnellement, je trouve qu'un travail que tu aimes et qui te permet de t'en sortir est supérieur à un travail qui te fait gagner beaucoup d'argent au détriment de ton bonheur.
18234	L'autre jour, je fouillais dans mes affaires et j'ai trouvé ma vieille Gamecube. Je me souviens de tous les moments amusants que j'ai passés à jouer avec mes amis.	Cela t'a rendu nostalgique ?
18235	Pourquoi certainement ! Cela m'a rappelé des souvenirs d'enfance et l'insouciance que j'avais. J'adorerais retourner à cette époque.	Je sais ce que tu veux dire, la vie devient plus compliquée quand on vieillit :)
18236	Telle est la vie, mais le mieux que nous puissions faire est de trouver des morceaux des anciennes émotions que nous chérissons dans les objets modernes. Comme l'odeur du produit vaisselle que ma grand-mère utilisait.	C'est drôle comme certaines de ces odeurs font ressurgir les sentiments de l'ancien temps !
18237	J'ai essayé d'apporter un soutien supplémentaire à mon mari.	C'est agréable à entendre.  C'est toujours une bonne chose, dans un mariage, de se montrer son soutien, contre vents et marées.
18238	Oui - tellement vrai. Sa mère est en train de mourir et il travaille de longues heures en plus. Je me sens vraiment mal pour lui.	Je suis désolée d'entendre cela.  Le fait de savoir qu'il peut s'appuyer sur toi l'aide probablement beaucoup à surmonter cette épreuve.
18239	Une fois, quand j'étais plus jeune, j'ai porté un costume d'Halloween que j'avais hâte de montrer.  Mais j'ai fini par me couvrir d'une cape, car j'étais consciente de mon apparence.	Aww- Je suis désolé que cela soit arrivé. Pourquoi étais-tu gênée ?
18240	Le costume lui-même a fini par être superbe, puisque c'est ma mère qui l'a fait.  Mais je n'avais pas réalisé à quel point j'avais l'air grosse quand je le portais, alors je me suis sentie mal.	C'est toujours difficile quand on se sent gêné - mais j'ai appris que les gens te jugent rarement aussi durement que tu te juges toi-même.
18241	C'est vrai, mais j'ai beau me dire que je finis toujours par trop y penser.  Je m'inquiète constamment de ce que les gens pensent de moi.	Essaie d'être plus gentille avec toi-même ! Tu es une personne formidable - qui a beaucoup à offrir. N'oublie jamais d'être gentille avec toi-même.
18242	L'autre jour, mon fils m'a fait vivre une véritable panique à l'épicerie. Il était seulement censé rendre son chariot et au lieu de cela, il a couru vers la porte !	Oh, je vois, que se passe-t-il alors ?
18243	Heureusement, une gentille femme dans la queue derrière moi est allée le ramener. Il n'était allé dans l'entrée que pour regarder un distributeur de gommes.	Ce n'est pas grave, c'est la grâce de Dieu.
18244	Qui crois-tu le plus ?	En référence à quoi ?
18245	Ta personne de confiance ?	Mon mari est mon compagnon le plus fidèle.
